id,name_en,rarity,type,gender,slot_1,slot_2,slot_3,defense_base,defense_max,defense_augment_max,defense_fire,defense_water,defense_thunder,defense_ice,defense_dragon
620,Xeno'jiiva Claws Beta,8,arms,both,3,0,0,72,78,92,-3,2,2,2,-4
621,Xeno'jiiva Spine Beta,8,waist,both,2,1,0,72,78,92,-3,2,2,2,-4
622,Xeno'jiiva Spurs Beta,8,legs,both,1,1,0,72,78,92,-3,2,2,2,-4
623,Guild Cross Circlet Alpha,8,head,both,1,0,0,62,68,82,0,0,0,0,0
624,Guild Cross Suit Alpha,8,chest,both,1,0,0,62,68,82,0,0,0,0,0
625,Guild Cross Vambraces Alpha,8,arms,both,1,0,0,62,68,82,0,0,0,0,0
626,Guild Cross Coil Alpha,8,waist,both,1,0,0,62,68,82,0,0,0,0,0
627,Guild Cross Boots Alpha,8,legs,both,1,0,0,62,68,82,0,0,0,0,0
628,Guild Cross Circlet Beta,8,head,both,1,1,1,62,68,82,0,0,0,0,0
629,Guild Cross Suit Beta,8,chest,both,3,0,0,62,68,82,0,0,0,0,0
630,Guild Cross Vambraces Beta,8,arms,both,3,0,0,62,68,82,0,0,0,0,0
631,Guild Cross Coil Beta,8,waist,both,1,1,1,62,68,82,0,0,0,0,0
632,Guild Cross Boots Beta,8,legs,both,3,0,0,62,68,82,0,0,0,0,0
633,Dragonking Eyepatch Alpha,8,head,both,3,0,0,70,76,90,0,0,0,0,0
634,Commission Gorget Alpha,8,head,both,1,0,0,70,76,90,2,2,2,2,2
635,Commission Jacket Alpha,8,chest,both,0,0,0,70,76,90,2,2,2,2,2
636,Commission Vambraces Alpha,8,arms,both,1,0,0,70,76,90,2,2,2,2,2
637,Commission Belt Alpha,8,waist,both,1,0,0,70,76,90,2,2,2,2,2
638,Commission Pants Alpha,8,legs,both,0,0,0,70,76,90,2,2,2,2,2
639,Commission Gorget Beta,8,head,both,2,0,0,70,76,90,2,2,2,2,2
640,Commission Jacket Beta,8,chest,both,1,0,0,70,76,90,2,2,2,2,2
641,Commission Vambraces Beta,8,arms,both,2,0,0,70,76,90,2,2,2,2,2
642,Commission Belt Beta,8,waist,both,2,0,0,70,76,90,2,2,2,2,2
643,Commission Pants Beta,8,legs,both,2,0,0,70,76,90,2,2,2,2,2
644,Vangis Helm Alpha,7,head,both,1,0,0,58,70,84,1,1,-3,2,-3
645,Vangis Mail Alpha,7,chest,both,2,0,0,58,70,84,1,1,-3,2,-3
646,Vangis Vambraces Alpha,7,arms,both,0,0,0,58,70,84,1,1,-3,2,-3
647,Vangis Coil Alpha,7,waist,both,1,0,0,58,70,84,1,1,-3,2,-3
648,Vangis Greaves Alpha,7,legs,both,0,0,0,58,70,84,1,1,-3,2,-3
649,Vangis Helm Beta,7,head,both,3,1,0,58,70,84,1,1,-3,2,-3
650,Vangis Mail Beta,7,chest,both,3,0,0,58,70,84,1,1,-3,2,-3
651,Vangis Vambraces Beta,7,arms,both,2,0,0,58,70,84,1,1,-3,2,-3
652,Vangis Coil Beta,7,waist,both,3,1,0,58,70,84,1,1,-3,2,-3
653,Vangis Greaves Beta,7,legs,both,1,1,0,58,70,84,1,1,-3,2,-3
654,Kulve Taroth's Fury Alpha,8,head,both,1,0,0,72,78,92,4,-2,3,-4,-2
655,Kulve Taroth's Ire Alpha,8,chest,both,1,0,0,72,78,92,4,-2,3,-4,-2
656,Kulve Taroth's Rage Alpha,8,arms,both,1,0,0,72,78,92,4,-2,3,-4,-2
657,Kulve Taroth's Malice Alpha,8,waist,both,1,0,0,72,78,92,4,-2,3,-4,-2
658,Kulve Taroth's Wrath Alpha,8,legs,both,1,0,0,72,78,92,4,-2,3,-4,-2
659,Kulve Taroth's Fury Beta,8,head,both,2,1,0,72,78,92,4,-2,3,-4,-2
660,Kulve Taroth's Ire Beta,8,chest,both,3,1,0,72,78,92,4,-2,3,-4,-2
661,Kulve Taroth's Rage Beta,8,arms,both,3,1,0,72,78,92,4,-2,3,-4,-2
662,Kulve Taroth's Malice Beta,8,waist,both,3,1,0,72,78,92,4,-2,3,-4,-2
663,Kulve Taroth's Wrath Beta,8,legs,both,2,1,0,72,78,92,4,-2,3,-4,-2
679,Empress Crown Alpha,8,head,both,3,1,0,70,76,90,3,1,1,-3,-2
680,Empress Mail Alpha,8,chest,both,1,1,0,70,76,90,3,1,1,-3,-2
681,Empress Vambraces Alpha,8,arms,both,3,0,0,70,76,90,3,1,1,-3,-2
682,Empress Coil Alpha,8,waist,both,2,1,0,70,76,90,3,1,1,-3,-2
683,Empress Greaves Alpha,8,legs,both,2,1,0,70,76,90,3,1,1,-3,-2
684,Empress Crown Beta,8,head,both,3,2,0,70,76,90,3,1,1,-3,-2
685,Empress Mail Beta,8,chest,both,1,1,1,70,76,90,3,1,1,-3,-2
686,Empress Vambraces Beta,8,arms,both,3,2,0,70,76,90,3,1,1,-3,-2
687,Empress Coil Beta,8,waist,both,2,2,0,70,76,90,3,1,1,-3,-2
688,Empress Greaves Beta,8,legs,both,2,2,0,70,76,90,3,1,1,-3,-2
664,Blossom Headgear Alpha,5,head,both,1,1,0,40,62,78,1,1,4,1,1
665,Blossom Vest Alpha,5,chest,both,1,1,0,40,62,78,1,1,4,1,1
666,Blossom Cuffs Alpha,5,arms,both,1,1,0,40,62,78,1,1,4,1,1
667,Blossom Coat Alpha,5,waist,both,1,1,0,40,62,78,1,1,4,1,1
668,Blossom Boots Alpha,5,legs,both,1,1,0,40,62,78,1,1,4,1,1
748,Diver's Mask Alpha,5,head,both,2,0,0,46,68,84,1,4,1,1,1
749,Diver's Suit Alpha,5,chest,both,2,0,0,46,68,84,1,4,1,1,1
750,Diver's Braces Alpha,5,arms,both,2,0,0,46,68,84,1,4,1,1,1
751,Diver's Belt Alpha,5,waist,both,2,0,0,46,68,84,1,4,1,1,1
752,Diver's Boots Alpha,5,legs,both,2,0,0,46,68,84,1,4,1,1,1
703,Harvest Flor Alpha,6,head,both,2,1,0,52,72,84,4,1,1,1,1
704,Harvest Tronco Alpha,6,chest,both,2,1,0,52,72,84,4,1,1,1,1
705,Harvest Trama Alpha,6,arms,both,2,1,0,52,72,84,4,1,1,1,1
706,Harvest Hoja Alpha,6,waist,both,2,1,0,52,72,84,4,1,1,1,1
707,Harvest Raiz Alpha,6,legs,both,2,1,0,52,72,84,4,1,1,1,1
708,Orion Cap Alpha,6,head,both,3,1,0,58,78,90,1,1,1,4,1
709,Orion Vest Alpha,6,chest,both,3,0,0,58,78,90,1,1,1,4,1
710,Orion Vambraces Alpha,6,arms,both,3,1,0,58,78,90,1,1,1,4,1
711,Orion Coat Alpha,6,waist,both,3,1,0,58,78,90,1,1,1,4,1
712,Orion Boots Alpha,6,legs,both,3,1,0,58,78,90,1,1,1,4,1
723,Gala Suit Top Hat Alpha,7,head,both,2,1,1,64,76,90,1,1,1,1,4
724,Gala Suit Jacket Alpha,7,chest,both,2,1,1,64,76,90,1,1,1,1,4
725,Gala Suit Cuffs Alpha,7,arms,both,2,1,1,64,76,90,1,1,1,1,4
726,Gala Suit Tail Alpha,7,waist,both,3,1,1,64,76,90,1,1,1,1,4
732,Gala Suit Slacks Alpha,7,legs,both,3,1,1,64,76,90,1,1,1,1,4
219,Butterfly Vertex Alpha,5,head,male,1,0,0,42,64,80,-1,-1,2,0,2
220,Butterfly Thorax Alpha,5,chest,male,0,0,0,42,64,80,-1,-1,2,0,2
221,Butterfly Brachia Alpha,5,arms,male,0,0,0,42,64,80,-1,-1,2,0,2
222,Butterfly Elytra Alpha,5,waist,male,1,0,0,42,64,80,-1,-1,2,0,2
223,Butterfly Crura Alpha,5,legs,male,0,0,0,42,64,80,-1,-1,2,0,2
224,Butterfly Vertex Beta,5,head,male,2,0,0,42,64,80,-1,-1,2,0,2
225,Butterfly Thorax Beta,5,chest,male,1,0,0,42,64,80,-1,-1,2,0,2
226,Butterfly Brachia Beta,5,arms,male,1,0,0,42,64,80,-1,-1,2,0,2
227,Butterfly Elytra Beta,5,waist,male,3,0,0,42,64,80,-1,-1,2,0,2
228,Butterfly Crura Beta,5,legs,male,1,0,0,42,64,80,-1,-1,2,0,2
713,Vaal Hazak Helm Gamma,8,head,both,3,0,0,72,78,92,-4,4,1,-1,-3
714,Vaal Hazak Mail Gamma,8,chest,both,3,0,0,72,78,92,-4,4,1,-1,-3
715,Vaal Hazak Braces Gamma,8,arms,both,3,2,0,72,78,92,-4,4,1,-1,-3
716,Vaal Hazak Coil Gamma,8,waist,both,2,1,1,72,78,92,-4,4,1,-1,-3
717,Vaal Hazak Greaves Gamma,8,legs,both,3,1,0,72,78,92,-4,4,1,-1,-3
669,Kirin Horn Gamma,8,head,both,2,0,0,72,78,92,-3,-2,4,-2,2
670,Kirin Jacket Gamma,8,chest,both,1,1,0,72,78,92,-3,-2,4,-2,2
671,Kirin Longarms Gamma,8,arms,both,2,2,0,72,78,92,-3,-2,4,-2,2
672,Kirin Hoop Gamma,8,waist,both,1,1,0,72,78,92,-3,-2,4,-2,2
673,Kirin Leg Guards Gamma,8,legs,both,3,0,0,72,78,92,-3,-2,4,-2,2
733,Kaiser Crown Gamma,8,head,both,2,2,0,72,78,92,3,-3,1,-3,1
734,Kaiser Mail Gamma,8,chest,both,2,0,0,72,78,92,3,-3,1,-3,1
735,Kaiser Vambraces Gamma,8,arms,both,3,0,0,72,78,92,3,-3,1,-3,1
736,Kaiser Coil Gamma,8,waist,both,1,1,0,72,78,92,3,-3,1,-3,1
737,Kaiser Greaves Gamma,8,legs,both,3,1,0,72,78,92,3,-3,1,-3,1
753,Kushala Glare Gamma,8,head,both,2,0,0,72,78,92,0,2,-3,4,-2
754,Kushala Cista Gamma,8,chest,both,2,0,0,72,78,92,0,2,-3,4,-2
755,Kushala Grip Gamma,8,arms,both,1,1,1,72,78,92,0,2,-3,4,-2
756,Kushala Cocoon Gamma,8,waist,both,1,1,0,72,78,92,0,2,-3,4,-2
757,Kushala Crus Gamma,8,legs,both,3,0,0,72,78,92,0,2,-3,4,-2
778,Nergigante Helm Gamma,8,head,both,2,2,0,72,78,92,1,1,-3,1,-3
779,Nergigante Mail Gamma,8,chest,both,3,2,1,72,78,92,1,1,-3,1,-3
780,Nergigante Vambraces Gamma,8,arms,both,2,1,1,72,78,92,1,1,-3,1,-3
781,Nergigante Coil Gamma,8,waist,both,3,1,0,72,78,92,1,1,-3,1,-3
782,Nergigante Greaves Gamma,8,legs,both,2,2,0,72,78,92,1,1,-3,1,-3
763,Zorah Headgear Gamma,8,head,both,2,0,0,72,78,92,4,-3,-1,-2,-3
764,Zorah Hide Gamma,8,chest,both,1,1,1,72,78,92,4,-3,-1,-2,-3
765,Zorah Claws Gamma,8,arms,both,3,1,0,72,78,92,4,-3,-1,-2,-3
766,Zorah Spine Gamma,8,waist,both,3,2,0,72,78,92,4,-3,-1,-2,-3
767,Zorah Spurs Gamma,8,legs,both,3,2,0,72,78,92,4,-3,-1,-2,-3
768,Xeno'jiiva Headgear Gamma,8,head,both,2,1,1,72,78,92,-3,2,2,2,-4
769,Xeno'jiiva Hide Gamma,8,chest,both,1,1,0,72,78,92,-3,2,2,2,-4
770,Xeno'jiiva Claws Gamma,8,arms,both,2,2,1,72,78,92,-3,2,2,2,-4
771,Xeno'jiiva Spine Gamma,8,waist,both,3,1,0,72,78,92,-3,2,2,2,-4
772,Xeno'jiiva Spurs Gamma,8,legs,both,2,1,1,72,78,92,-3,2,2,2,-4
758,Empress Crown Gamma,8,head,both,1,1,1,70,76,90,3,1,1,-3,-2
759,Empress Mail Gamma,8,chest,both,3,0,0,70,76,90,3,1,1,-3,-2
760,Empress Vambraces Gamma,8,arms,both,3,1,0,70,76,90,3,1,1,-3,-2
761,Empress Coil Gamma,8,waist,both,3,0,0,70,76,90,3,1,1,-3,-2
762,Empress Greaves Gamma,8,legs,both,3,0,0,70,76,90,3,1,1,-3,-2
773,Kulve Taroth's Fury Gamma,8,head,both,3,1,1,72,78,92,4,-2,3,-4,-2
774,Kulve Taroth's Ire Gamma,8,chest,both,1,0,0,72,78,92,4,-2,3,-4,-2
775,Kulve Taroth's Rage Gamma,8,arms,both,1,0,0,72,78,92,4,-2,3,-4,-2
776,Kulve Taroth's Malice Gamma,8,waist,both,3,0,0,72,78,92,4,-2,3,-4,-2
777,Kulve Taroth's Wrath Gamma,8,legs,both,3,1,0,72,78,92,4,-2,3,-4,-2
738,Azure Starlord Crown Alpha,7,head,both,3,0,0,56,68,82,2,2,0,0,3
739,Azure Starlord Armor Alpha,7,chest,both,2,0,0,56,68,82,2,2,0,0,3
740,Azure Starlord Gauntlets Alpha,7,arms,both,3,0,0,56,68,82,2,2,0,0,3
741,Azure Starlord Tassets Alpha,7,waist,both,2,0,0,56,68,82,2,2,0,0,3
742,Azure Starlord Guards Alpha,7,legs,both,3,0,0,56,68,82,2,2,0,0,3
674,Dante's Hair Alpha,8,head,both,1,0,0,64,70,84,3,-3,3,-3,3
675,Dante's Coat Alpha,8,chest,both,3,0,0,64,70,84,3,-3,3,-3,3
676,Dante's Gloves Alpha,8,arms,both,3,0,0,64,70,84,3,-3,3,-3,3
677,Dante's Belt Alpha,8,waist,both,3,0,0,64,70,84,3,-3,3,-3,3
678,Dante's Leather Boots Alpha,8,legs,both,1,1,0,64,70,84,3,-3,3,-3,3
718,Drachen Armet Alpha,8,head,both,3,1,0,72,78,92,-2,-2,3,-2,4
719,Drachen Mail Alpha,8,chest,both,3,0,0,72,78,92,-2,-2,3,-2,4
720,Drachen Vambraces Alpha,8,arms,both,2,2,0,72,78,92,-2,-2,3,-2,4
721,Drachen Coil Alpha,8,waist,both,3,0,0,72,78,92,-2,-2,3,-2,4
722,Drachen Greaves Alpha,8,legs,both,2,0,0,72,78,92,-2,-2,3,-2,4
689,Sealed Eyepatch Alpha,5,head,both,2,1,0,46,68,84,3,2,0,2,0
690,Shadow Shades Alpha,5,head,both,1,1,1,46,68,84,4,0,4,2,0
691,Kulu-Ya-Ku Head Alpha,5,head,both,3,1,0,46,68,84,2,0,2,3,2
692,Wiggler Head Alpha,5,head,both,1,1,0,46,68,84,0,4,0,0,4
783,Bone Helm Alpha+,9,head,both,3,0,0,114,118,152,2,0,2,0,2
784,Bone Mail Alpha+,9,chest,both,2,0,0,114,118,152,2,0,2,0,2
785,Bone Vambraces Alpha+,9,arms,both,2,0,0,114,118,152,2,0,2,0,2
786,Bone Coil Alpha+,9,waist,both,3,0,0,114,118,152,2,0,2,0,2
787,Bone Greaves Alpha+,9,legs,both,3,0,0,114,118,152,2,0,2,0,2
788,Bone Helm Beta+,9,head,both,4,0,0,114,118,152,2,0,2,0,2
789,Bone Mail Beta+,9,chest,both,4,1,0,114,118,152,2,0,2,0,2
790,Bone Vambraces Beta+,9,arms,both,4,1,0,114,118,152,2,0,2,0,2
791,Bone Coil Beta+,9,waist,both,4,1,0,114,118,152,2,0,2,0,2
792,Bone Greaves Beta+,9,legs,both,4,0,0,114,118,152,2,0,2,0,2
793,Alloy Helm Alpha+,9,head,both,2,0,0,114,118,152,-2,0,-2,-2,0
794,Alloy Mail Alpha+,9,chest,both,3,0,0,114,118,152,-2,0,-2,-2,0
795,Alloy Vambraces Alpha+,9,arms,both,3,0,0,114,118,152,-2,0,-2,-2,0
796,Alloy Coil Alpha+,9,waist,both,3,0,0,114,118,152,-2,0,-2,-2,0
797,Alloy Greaves Alpha+,9,legs,both,3,0,0,114,118,152,-2,0,-2,-2,0
798,Alloy Helm Beta+,9,head,both,4,1,0,114,118,152,-2,0,-2,-2,0
799,Alloy Mail Beta+,9,chest,both,4,1,0,114,118,152,-2,0,-2,-2,0
800,Alloy Vambraces Beta+,9,arms,both,4,1,0,114,118,152,-2,0,-2,-2,0
801,Alloy Coil Beta+,9,waist,both,4,0,0,114,118,152,-2,0,-2,-2,0
802,Alloy Greaves Beta+,9,legs,both,4,0,0,114,118,152,-2,0,-2,-2,0
803,Vespoid Helm Alpha+,9,head,both,3,0,0,116,120,154,-2,1,1,1,2
804,Vespoid Mail Alpha+,9,chest,both,2,1,0,116,120,154,-2,1,1,1,2
805,Vespoid Vambraces Alpha+,9,arms,both,3,0,0,116,120,154,-2,1,1,1,2
806,Vespoid Coil Alpha+,9,waist,both,3,0,0,116,120,154,-2,1,1,1,2
807,Vespoid Greaves Alpha+,9,legs,both,3,0,0,116,120,154,-2,1,1,1,2
808,Vespoid Helm Beta+,9,head,both,4,1,0,116,120,154,-2,1,1,1,2
809,Vespoid Mail Beta+,9,chest,both,4,1,0,116,120,154,-2,1,1,1,2
810,Vespoid Vambraces Beta+,9,arms,both,4,1,0,116,120,154,-2,1,1,1,2
811,Vespoid Coil Beta+,9,waist,both,4,1,0,116,120,154,-2,1,1,1,2
812,Vespoid Greaves Beta+,9,legs,both,4,1,0,116,120,154,-2,1,1,1,2
813,Hornetaur Helm Alpha+,9,head,both,2,0,0,116,120,154,-1,-1,0,0,2
814,Hornetaur Mail Alpha+,9,chest,both,2,1,0,116,120,154,-1,-1,0,0,2
815,Hornetaur Vambraces Alpha+,9,arms,both,3,0,0,116,120,154,-1,-1,0,0,2
816,Hornetaur Coil Alpha+,9,waist,both,2,0,0,116,120,154,-1,-1,0,0,2
817,Hornetaur Greaves Alpha+,9,legs,both,2,1,0,116,120,154,-1,-1,0,0,2
818,Hornetaur Helm Beta+,9,head,both,4,0,0,116,120,154,-1,-1,0,0,2
819,Hornetaur Mail Beta+,9,chest,both,4,2,1,116,120,154,-1,-1,0,0,2
820,Hornetaur Vambraces Beta+,9,arms,both,4,2,0,116,120,154,-1,-1,0,0,2
821,Hornetaur Coil Beta+,9,waist,both,4,1,0,116,120,154,-1,-1,0,0,2
822,Hornetaur Greaves Beta+,9,legs,both,4,1,0,116,120,154,-1,-1,0,0,2
823,Kestodon Guards Alpha+,9,arms,both,1,1,0,116,120,154,4,0,0,0,0
824,Kestodon Guards Beta+,9,arms,both,4,1,0,116,120,154,4,0,0,0,0
825,Gajau Boots Alpha+,9,legs,both,2,1,0,116,120,154,0,5,0,0,0
826,Gajau Boots Beta+,9,legs,both,4,1,0,116,120,154,0,5,0,0,0
827,Shamos Goggles Alpha+,9,head,both,2,1,0,116,120,154,2,2,0,-3,0
828,Shamos Goggles Beta+,9,head,both,4,2,0,116,120,154,2,2,0,-3,0
829,Gastodon Horn Alpha+,9,head,both,1,0,0,116,120,154,3,0,0,0,0
830,Gastodon Horn Beta+,9,head,both,4,1,0,116,120,154,3,0,0,0,0
831,Barnos Jacket Alpha+,9,chest,both,2,2,0,116,120,154,1,1,0,1,-2
832,Barnos Jacket Beta+,9,chest,both,4,2,0,116,120,154,1,1,0,1,-2
833,Wulg Scarf Alpha+,9,head,both,2,1,0,116,120,154,-3,2,-2,3,2
834,Wulg Scarf Beta+,9,head,both,4,1,0,116,120,154,-3,2,-2,3,2
835,Cortos Cape Alpha+,9,chest,both,1,1,0,116,120,154,-3,2,0,2,0
836,Cortos Cape Beta+,9,chest,both,4,0,0,116,120,154,-3,2,0,2,0
837,Jagras Helm Alpha+,9,head,both,2,0,0,116,120,154,-2,2,-1,-1,1
838,Jagras Mail Alpha+,9,chest,both,3,0,0,116,120,154,-2,2,-1,-1,1
839,Jagras Vambraces Alpha+,9,arms,both,2,0,0,116,120,154,-2,2,-1,-1,1
840,Jagras Coil Alpha+,9,waist,both,2,1,0,116,120,154,-2,2,-1,-1,1
841,Jagras Greaves Alpha+,9,legs,both,2,1,0,116,120,154,-2,2,-1,-1,1
842,Jagras Helm Beta+,9,head,both,4,1,0,116,120,154,-2,2,-1,-1,1
843,Jagras Mail Beta+,9,chest,both,4,0,0,116,120,154,-2,2,-1,-1,1
844,Jagras Vambraces Beta+,9,arms,both,4,0,0,116,120,154,-2,2,-1,-1,1
845,Jagras Coil Beta+,9,waist,both,4,1,0,116,120,154,-2,2,-1,-1,1
846,Jagras Greaves Beta+,9,legs,both,4,1,0,116,120,154,-2,2,-1,-1,1
847,Tzitzi Headgear Alpha+,9,head,both,2,1,0,116,120,154,0,0,-3,-2,0
848,Tzitzi Mail Alpha+,9,chest,both,1,1,0,116,120,154,0,0,-3,-2,0
849,Tzitzi Vambraces Alpha+,9,arms,both,2,0,0,116,120,154,0,0,-3,-2,0
850,Tzitzi Coil Alpha+,9,waist,both,2,0,0,116,120,154,0,0,-3,-2,0
851,Tzitzi Greaves Alpha+,9,legs,both,3,0,0,116,120,154,0,0,-3,-2,0
852,Tzitzi Headgear Beta+,9,head,both,4,1,0,116,120,154,0,0,-3,-2,0
853,Tzitzi Mail Beta+,9,chest,both,4,1,0,116,120,154,0,0,-3,-2,0
854,Tzitzi Vambraces Beta+,9,arms,both,4,0,0,116,120,154,0,0,-3,-2,0
855,Tzitzi Coil Beta+,9,waist,both,4,1,0,116,120,154,0,0,-3,-2,0
856,Tzitzi Greaves Beta+,9,legs,both,4,0,0,116,120,154,0,0,-3,-2,0
857,Girros Headgear Alpha+,9,head,both,2,0,0,116,120,154,0,-3,2,0,1
858,Girros Mail Alpha+,9,chest,both,2,0,0,116,120,154,0,-3,2,0,1
859,Girros Vambraces Alpha+,9,arms,both,1,0,0,116,120,154,0,-3,2,0,1
860,Girros Coil Alpha+,9,waist,both,3,0,0,116,120,154,0,-3,2,0,1
861,Girros Greaves Alpha+,9,legs,both,1,0,0,116,120,154,0,-3,2,0,1
862,Girros Headgear Beta+,9,head,both,4,0,0,116,120,154,0,-3,2,0,1
863,Girros Mail Beta+,9,chest,both,4,2,0,116,120,154,0,-3,2,0,1
864,Girros Vambraces Beta+,9,arms,both,4,0,0,116,120,154,0,-3,2,0,1
865,Girros Coil Beta+,9,waist,both,4,2,0,116,120,154,0,-3,2,0,1
866,Girros Greaves Beta+,9,legs,both,4,0,0,116,120,154,0,-3,2,0,1
867,Dodogama Helm Alpha+,9,head,both,3,0,0,120,124,158,2,0,-3,0,2
868,Dodogama Mail Alpha+,9,chest,both,2,0,0,120,124,158,2,0,-3,0,2
869,Dodogama Vambraces Alpha+,9,arms,both,2,0,0,120,124,158,2,0,-3,0,2
870,Dodogama Coil Alpha+,9,waist,both,2,1,0,120,124,158,2,0,-3,0,2
871,Dodogama Greaves Alpha+,9,legs,both,2,1,0,120,124,158,2,0,-3,0,2
872,Dodogama Helm Beta+,9,head,both,4,0,0,120,124,158,2,0,-3,0,2
873,Dodogama Mail Beta+,9,chest,both,4,0,0,120,124,158,2,0,-3,0,2
874,Dodogama Vambraces Beta+,9,arms,both,4,0,0,120,124,158,2,0,-3,0,2
875,Dodogama Coil Beta+,9,waist,both,4,1,0,120,124,158,2,0,-3,0,2
876,Dodogama Greaves Beta+,9,legs,both,4,1,0,120,124,158,2,0,-3,0,2
877,Kulu Headpiece Alpha+,9,head,both,1,0,0,116,120,154,0,-3,0,1,0
878,Kulu Mail Alpha+,9,chest,both,2,0,0,116,120,154,0,-3,0,1,0
879,Kulu Vambraces Alpha+,9,arms,both,1,1,0,116,120,154,0,-3,0,1,0
880,Kulu Coil Alpha+,9,waist,both,3,0,0,116,120,154,0,-3,0,1,0
881,Kulu Greaves Alpha+,9,legs,both,2,0,0,116,120,154,0,-3,0,1,0
882,Kulu Headpiece Beta+,9,head,both,4,0,0,116,120,154,0,-3,0,1,0
883,Kulu Mail Beta+,9,chest,both,4,0,0,116,120,154,0,-3,0,1,0
884,Kulu Vambraces Beta+,9,arms,both,4,0,0,116,120,154,0,-3,0,1,0
885,Kulu Coil Beta+,9,waist,both,4,1,0,116,120,154,0,-3,0,1,0
886,Kulu Greaves Beta+,9,legs,both,4,0,0,116,120,154,0,-3,0,1,0
887,Pukei Hat Alpha+,9,head,both,2,2,0,118,122,156,0,3,-3,0,1
888,Pukei Mail Alpha+,9,chest,both,2,0,0,118,122,156,0,3,-3,0,1
889,Pukei Vambraces Alpha+,9,arms,both,1,0,0,118,122,156,0,3,-3,0,1
890,Pukei Coil Alpha+,9,waist,both,3,0,0,118,122,156,0,3,-3,0,1
891,Pukei Greaves Alpha+,9,legs,both,3,0,0,118,122,156,0,3,-3,0,1
892,Pukei Hat Beta+,9,head,both,4,1,1,118,122,156,0,3,-3,0,1
893,Pukei Mail Beta+,9,chest,both,4,0,0,118,122,156,0,3,-3,0,1
894,Pukei Vambraces Beta+,9,arms,both,4,0,0,118,122,156,0,3,-3,0,1
895,Pukei Coil Beta+,9,waist,both,4,1,0,118,122,156,0,3,-3,0,1
896,Pukei Greaves Beta+,9,legs,both,4,2,0,118,122,156,0,3,-3,0,1
897,Pukei Lagoon Hat Alpha+,9,head,both,1,0,0,132,136,170,0,3,-2,-3,0
898,Pukei Lagoon Mail Alpha+,9,chest,both,2,0,0,132,136,170,0,3,-2,-3,0
899,Pukei Lagoon Braces Alpha+,9,arms,both,1,0,0,132,136,170,0,3,-2,-3,0
900,Pukei Lagoon Coil Alpha+,9,waist,both,2,0,0,132,136,170,0,3,-2,-3,0
901,Pukei Lagoon Greaves Alpha+,9,legs,both,1,0,0,132,136,170,0,3,-2,-3,0
902,Pukei Lagoon Hat Beta+,9,head,both,4,0,0,132,136,170,0,3,-2,-3,0
903,Pukei Lagoon Mail Beta+,9,chest,both,4,1,0,132,136,170,0,3,-2,-3,0
904,Pukei Lagoon Braces Beta+,9,arms,both,4,1,0,132,136,170,0,3,-2,-3,0
905,Pukei Lagoon Coil Beta+,9,waist,both,4,0,0,132,136,170,0,3,-2,-3,0
906,Pukei Lagoon Greaves Beta+,9,legs,both,4,1,0,132,136,170,0,3,-2,-3,0
907,Barroth Helm Alpha+,9,head,both,2,0,0,118,122,156,-3,-1,3,-1,0
908,Barroth Mail Alpha+,9,chest,both,1,1,0,118,122,156,-3,-1,3,-1,0
909,Barroth Vambraces Alpha+,9,arms,both,3,1,0,118,122,156,-3,-1,3,-1,0
910,Barroth Coil Alpha+,9,waist,both,1,0,0,118,122,156,-3,-1,3,-1,0
911,Barroth Greaves Alpha+,9,legs,both,3,1,0,118,122,156,-3,-1,3,-1,0
912,Barroth Helm Beta+,9,head,both,4,1,0,118,122,156,-3,-1,3,-1,0
913,Barroth Mail Beta+,9,chest,both,4,1,0,118,122,156,-3,-1,3,-1,0
914,Barroth Vambraces Beta+,9,arms,both,4,2,0,118,122,156,-3,-1,3,-1,0
915,Barroth Coil Beta+,9,waist,both,4,0,0,118,122,156,-3,-1,3,-1,0
916,Barroth Greaves Beta+,9,legs,both,4,2,1,118,122,156,-3,-1,3,-1,0
917,Jyura Helm Alpha+,9,head,both,1,1,0,118,122,156,-1,2,-3,0,0
918,Jyura Mail Alpha+,9,chest,both,2,0,0,118,122,156,-1,2,-3,0,0
919,Jyura Vambraces Alpha+,9,arms,both,2,1,0,118,122,156,-1,2,-3,0,0
920,Jyura Coil Alpha+,9,waist,both,3,0,0,118,122,156,-1,2,-3,0,0
921,Jyura Greaves Alpha+,9,legs,both,2,0,0,118,122,156,-1,2,-3,0,0
922,Jyura Helm Beta+,9,head,both,4,1,0,118,122,156,-1,2,-3,0,0
923,Jyura Mail Beta+,9,chest,both,4,0,0,118,122,156,-1,2,-3,0,0
924,Jyura Vambraces Beta+,9,arms,both,4,2,0,118,122,156,-1,2,-3,0,0
925,Jyura Coil Beta+,9,waist,both,4,1,0,118,122,156,-1,2,-3,0,0
926,Jyura Greaves Beta+,9,legs,both,4,1,0,118,122,156,-1,2,-3,0,0
927,Beo Helm Alpha+,9,head,both,2,0,0,118,122,156,-3,0,-2,3,2
928,Beo Mail Alpha+,9,chest,both,3,0,0,118,122,156,-3,0,-2,3,2
929,Beo Vambraces Alpha+,9,arms,both,3,0,0,118,122,156,-3,0,-2,3,2
930,Beo Coil Alpha+,9,waist,both,2,0,0,118,122,156,-3,0,-2,3,2
931,Beo Greaves Alpha+,9,legs,both,2,0,0,118,122,156,-3,0,-2,3,2
